发布时间,微博url,微博id,微博内容,图片url,发布者名称,发布者主页url,爬取时间,转发个数,评论个数,点赞个数
2016-02-03 21:07:16,http://weibo.com/2093990164/DgaD4czAg?from=page_1005052093990164_profile&wvr=6&mod=weibotime,cad019ae2a4d8a19092c0dc0854552ea,"
                                                                                                    G9411虎门大桥往广珠东高速方向，K38+600(威远站至南沙B站路段)，2016年02月03日 20时27分，发生三辆小车追尾交通事故，现场右车道和中间车道缓慢通行。                                            ",,广东高速,http://weibo.com/u/2093990164?refer_flag=1005055013_,2016-08-09 11:40:59,0,0,0
2016-02-03 20:36:09,http://weibo.com/2093990164/DgaqraWqp?from=page_1005052093990164_profile&wvr=6&mod=weibotime,4fb2acaecccc1805fc4c55454fac7dcc,"
                                                                                                    G55广贺高速往广西方向，K2588+000(古水站至怀集南站路段)，2016年02月03日 20时11分，车流量大，现场交通缓慢。                                            ",,广东高速,http://weibo.com/u/2093990164?refer_flag=1005055013_,2016-08-09 11:40:59,0,0,0
2016-02-03 20:35:26,http://weibo.com/2093990164/Dgaq99B8e?from=page_1005052093990164_profile&wvr=6&mod=weibotime,73ccf0e3a55f7335936d3fbf859cce5e,"
                                                                                                    G15阳茂高速往海南方向，K3299+300(程村站至织篢站路段)，2016年02月03日 20时00分，主线车流量大，现场交通缓慢。                                            ",,广东高速,http://weibo.com/u/2093990164?refer_flag=1005055013_,2016-08-09 11:40:59,0,0,0
2016-02-03 20:34:43,http://weibo.com/2093990164/DgapR5u9T?from=page_1005052093990164_profile&wvr=6&mod=weibotime,119633863b072309c6b0c0413cccae2f,"
                                                                                                    G15开阳高速往海南方向，K3250+890(那龙站至北惯站路段)，2016年02月03日 20时02分，发生交通事故，现场交通缓慢。                                            ",,广东高速,http://weibo.com/u/2093990164?refer_flag=1005055013_,2016-08-09 11:40:59,0,0,0
2016-02-03 20:34:33,http://weibo.com/2093990164/DgapMD7Fb?from=page_1005052093990164_profile&wvr=6&mod=weibotime,8be2d569f2c9b94513b6635e2ef191b3,"
                                                                                                    G4广深高速往广州方向，K2182+700(麻涌站至新塘站路段)，2016年02月03日 20时3分，六辆小车追尾，封闭左中车道，20时25分事故处理完毕，现场交通缓慢。                                            ",,广东高速,http://weibo.com/u/2093990164?refer_flag=1005055013_,2016-08-09 11:40:59,0,0,0
2016-02-03 20:33:52,http://weibo.com/2093990164/DgapvtKUB?from=page_1005052093990164_profile&wvr=6&mod=weibotime,1b49b6120495488e8a88ac3b773120a3,"
                                                                                                    S26云罗高速往广西方向，K286+100(榃滨匝道站至榃滨主线站路段)，2016年02月03日 20时07分，车流量大，现场交通缓慢。                                            ",,广东高速,http://weibo.com/u/2093990164?refer_flag=1005055013_,2016-08-09 11:40:59,0,0,0
2016-02-03 18:26:41,http://weibo.com/2093990164/Dg9zT1AuQ?from=page_1005052093990164_profile&wvr=6&mod=weibotime,147505b30f6d93a05cde79b6c5b3bb1a,"
                                                                                                    S14揭博高速往揭西方向，K124+000(华阳收费站至棉洋收费站路段)，2016年02月03日 18时18分，因车流量大，现场交通缓慢。                                            ",,广东高速,http://weibo.com/u/2093990164?refer_flag=1005055013_,2016-08-09 11:40:59,0,0,1
2016-02-03 18:26:16,http://weibo.com/2093990164/Dg9zIq6wv?from=page_1005052093990164_profile&wvr=6&mod=weibotime,6398ea0d38d81eb0a5dd3c007142518f,"
                                                                                                    G15开阳高速往海南方向，K3281+400(开阳白沙站至阳茂程村站路段)，2016年02月03日 17时37分，主线车流量大，现场交通缓慢。                                            ",,广东高速,http://weibo.com/u/2093990164?refer_flag=1005055013_,2016-08-09 11:40:59,0,0,0
2016-02-03 18:25:54,http://weibo.com/2093990164/Dg9zze1MY?from=page_1005052093990164_profile&wvr=6&mod=weibotime,529fa6ab0166acfbb27b6bbe47a54db2,"
                                                                                                    G80云梧高速往广西方向，K93+750(广云云浮东站至云梧云安站路段)，2016年02月03日 17时25分，车流量大，现场交通缓慢。                                            ",,广东高速,http://weibo.com/u/2093990164?refer_flag=1005055013_,2016-08-09 11:40:59,0,0,0
2016-02-03 18:25:28,http://weibo.com/2093990164/Dg9zoBj5i?from=page_1005052093990164_profile&wvr=6&mod=weibotime,402b78b41b07bb90f3df9ef67345b0ce,"
                                                                                                    G80广肇高速往广西方向，K51+800(莲塘站至马安站路段)，2016年02月03日 17时20分，因车流量大，现场交通缓慢。                                            ",,广东高速,http://weibo.com/u/2093990164?refer_flag=1005055013_,2016-08-09 11:40:59,0,0,1
