发布时间,微博url,微博id,微博内容,图片url,发布者名称,发布者主页url,爬取时间,转发个数,评论个数,点赞个数
2016-05-20 11:42:48,http://weibo.com/2015316631/DwnF56pzS?from=page_1001062015316631_profile&wvr=6&mod=weibotime,692baa96ca7df594314ce83f2fa92356,"
                                                                                                    【暴雨红色预警】清远的连州、茂名的信宜暴雨红色预警信号生效中，20日08:00至11:20，短短几个小时，信宜多个站点录得100毫米以上降雨，北界镇北界圩录得199.6毫米，1小时雨量达70.7毫米。                                            ",,广东天气,http://weibo.com/910620121?refer_flag=1005055013_,2016-08-14 08:09:15,5,9,5
2016-05-20 11:34:41,http://weibo.com/2015316631/DwnBMB71i?from=page_1001062015316631_profile&wvr=6&mod=weibotime,68cb7af0cfc2ef5e4d4efcd16981e1c2,"
                                                                                                    【未来两天有大范围暴雨天气】预计, 20到21日，我省自北向南将有一次强降水和强对流天气过程，其中粤北、珠江三角洲市县有暴雨，部分市县有大暴雨，其余市县有大雨到暴雨局部大暴雨，雷雨时伴有8级左右的短时大风。本次降水过程范围广、雨强大，需注意强降水及其引发的中小河流域洪水、城乡积涝、山洪...展开全文c                                            ",,广东天气,http://weibo.com/910620121?refer_flag=1005055013_,2016-08-14 08:09:15,8,3,3
2016-05-20 11:29:25,http://weibo.com/2015316631/DwnzEyrK2?from=page_1001062015316631_profile&wvr=6&mod=weibotime,fd2f61a797e03af3062d2c89923a1e0b,"
                                                                                                    这雨还只是小前奏，大boss还在后面！PS：在保证安全的前提下，拍到好图片记得@广东天气 ，与大家分享哈。                                            
                                                                                                    报告天气君：天河公园，已落大雨。@广东天气 @广州天气 晨跑未归的孩子留。 2广州·天河公园（商圈）                                                            ",http://ww1.sinaimg.cn/thumb180/751132a0gw1f41nzbs8iqj20rs0kun3i.jpg	http://ww1.sinaimg.cn/thumb180/751132a0gw1f41o1nci01j20rs0ku10k.jpg	http://ww1.sinaimg.cn/thumb180/751132a0gw1f41oisv1v5j20rs0kuq7f.jpg,广东天气,http://weibo.com/910620121?refer_flag=1005055013_,2016-08-14 08:09:15,0,7,7
2016-05-20 10:57:19,http://weibo.com/2015316631/DwnmCozKR?from=page_1001062015316631_profile&wvr=6&mod=weibotime,602e9f9867f30bd5856bffe6c540b8a8,"
                                                                                                    【雨情直击】由雷达回波图可见，强降雨云系已经“吞噬”了大半个广东。过去12小时，强降雨集中在粤西北地区。监测显示，广东省共有77个站点超过50毫米（暴雨），20个站点超过100毫米（大暴雨），其中韶关市乳源县必背镇政府录得最大累积雨量171.1毫米的大暴雨。普遍录得小时雨量30-50毫米。                                            ",http://ww2.sinaimg.cn/orj480/781f4a97gw1f41nz7vl8lj20w50hnqdj.jpg	http://ww3.sinaimg.cn/orj480/781f4a97gw1f41nz92n7dj20l90gsjvz.jpg,广东天气,http://weibo.com/910620121?refer_flag=1005055013_,2016-08-14 08:09:15,5,5,6
2016-05-20 10:34:32,http://weibo.com/2015316631/Dwndn8HV8?from=page_1001062015316631_profile&wvr=6&mod=weibotime,11021cce093e953068b23a5563b0c0f1,"
                                                                                                    【雨情直击】我省已被雨水占领一大半！这个520，有48个暴雨黄色预警、8个暴雨橙色预警、2个暴雨红色预警（连州、信宜）陪你一起过！！                                            ",http://ww2.sinaimg.cn/orj480/781f4a97gw1f41nbpal9pj20tc0ijjxc.jpg	http://ww2.sinaimg.cn/orj480/781f4a97gw1f41nbq98d6g20zk0m8wnb.gif,广东天气,http://weibo.com/910620121?refer_flag=1005055013_,2016-08-14 08:09:15,12,1,6
2016-05-20 09:26:49,http://weibo.com/2015316631/DwmLThQ06?from=page_1001062015316631_profile&wvr=6&mod=weibotime,605ae9d87d059c25968b26d848c82149,"
                                                                                                    520暴雨，大家可以关注“广东天气”weixin，参加【拍天气 派红包】的活动！点击进入“广东天气”weixin首页→【公众互动】→【拍天气派红包】，当然，要在保证完全安全的前提下随手拍天气，请密切关注当地最新天气预报，大雨跟前，大家共享实景相互提个醒~                                            ",,广东天气,http://weibo.com/910620121?refer_flag=1005055013_,2016-08-14 08:09:15,1,2,1
2016-05-20 09:18:42,http://weibo.com/2015316631/DwmIAxySL?from=page_1001062015316631_profile&wvr=6&mod=weibotime,c995b3f3a7cf8cc33fc7f1206daa8c2b,"
                                                                                                    【暴雨当心沙井“吃人”】当年久失修的井盖遭遇暴雨袭击时，由于地下水位瞬间暴涨，短时的排水不畅使水体形成上托力，极易导致井盖被下方冒涌的水体顶开，沙井也就瞬间变成陷阱。因此有积水的地方时尽量绕行，防止跌入沙井或坑！！                                            ",,广东天气,http://weibo.com/910620121?refer_flag=1005055013_,2016-08-14 08:09:15,46,10,6
2016-05-20 09:07:36,http://weibo.com/2015316631/DwmE5kZr5?from=page_1001062015316631_profile&wvr=6&mod=weibotime,f62e70b9952e270cca2a5878fe89ec72,"
                                                                                                    【雨情直击】主力军此时正在粤西、粤北发威，韶关、清远、肇庆、茂名的雨很强，并向珠三角步步逼近！！在山区，连降大雨很容易暴发山洪，所以在暴雨时要避免渡河，也不要在底层疏松的山体下面久留，以防止被山洪冲走，还要注意防止山体滑坡、滚石、泥石流等带来的伤害。                                            ",,广东天气,http://weibo.com/910620121?refer_flag=1005055013_,2016-08-14 08:09:15,17,18,11
2016-05-20 08:59:39,http://weibo.com/2015316631/DwmARfbXE?from=page_1001062015316631_profile&wvr=6&mod=weibotime,17a7d267880e3de3a0fffba496be169d,"
                                                                                                    【暴雨Ⅲ级应急响应】预计，5月20日-21日，我省自北向南受大范围的强降水和强对流天气影响，广东省气象局于2016年5月20日7时45分启动气象灾害（暴雨）Ⅲ级应急响应！                                            ",,广东天气,http://weibo.com/910620121?refer_flag=1005055013_,2016-08-14 08:09:15,6,4,4
2016-05-20 08:47:55,http://weibo.com/2015316631/Dwmw6jT3V?from=page_1001062015316631_profile&wvr=6&mod=weibotime,681107d6f3817a8e2e6f6f4d538e895d,"
                                                                                                    【天气直播】今天早晨，强对流天气如约而至。由8时雷达图可见，强降雨云系正在影响粤北到粤西地区。截至8时42分，全省共有14个暴雨预警信号生效，其中连州发布了暴雨红色预警信号。预计，雨带将继续东移南压，今日广东大部有暴雨到大暴雨。请相互告知，小心提防。                                            ",,广东天气,http://weibo.com/910620121?refer_flag=1005055013_,2016-08-14 08:09:15,13,15,7
2016-05-20 06:16:35,http://weibo.com/2015316631/DwlwFqJ9K?from=page_1001062015316631_profile&wvr=6&mod=weibotime,7ad692e59a6fc5f077b8c8e84386456e,"
                                                                                                    都要提前收藏//@清远天气: 转发微博                                            
                                                                                                    【连州雷雨大风蓝色预警】受强对流云团影响，连州气象台20日0时51分发布雷雨大风蓝色预警信号。请注意防风防雨防雷。                                                            ",,广东天气,http://weibo.com/910620121?refer_flag=1005055013_,2016-08-14 08:09:15,2,1,5
2016-05-20 05:55:26,http://weibo.com/2015316631/Dwlo5jmOD?from=page_1001062015316631_profile&wvr=6&mod=weibotime,fb239b49c2bfb2d115db84fc0425d16c,"
                                                                                                    【全省最新预警信号实况】5月20日截至05时39分，广东共有6个市县发布了暴雨黄色预警信号，2个市县分别是乐昌、乳源发布了暴雨橙色预警信号，3个市县发布了雷雨大风蓝色预警信号，1个市县连州在05时12分还发布了暴雨红色预警信号，如下图请注意防御。                                            ",http://ww4.sinaimg.cn/thumb180/781f4a97gw1f41f8y2etcj20xd0l8n2g.jpg	http://ww2.sinaimg.cn/thumb180/781f4a97gw1f41f8znn6yj20xg0lgdl2.jpg	http://ww1.sinaimg.cn/thumb180/781f4a97gw1f41f91dvpzj20hm0gbafy.jpg,广东天气,http://weibo.com/910620121?refer_flag=1005055013_,2016-08-14 08:09:15,21,6,7
2016-05-19 17:20:28,http://weibo.com/2015316631/DwgrE4i0f?from=page_1001062015316631_profile&wvr=6&mod=weibotime,e753cb581aac21fdb4d7221cab70b110,"
                                                                                                    【震撼自然之景】年轻摄影师Lukas Furlan花费数周探索西班牙加纳利火山群岛，用极限运动视角拍下了这组让人惊叹的风光作品。Lukas Furlan不仅是户外运动爱好者，还是不拘一格的风光摄影冒险家。                                            ",,广东天气,http://weibo.com/910620121?refer_flag=1005055013_,2016-08-14 08:09:15,4,3,17
2016-05-19 15:33:47,http://weibo.com/2015316631/DwfKlu3aD?from=page_1001062015316631_profile&wvr=6&mod=weibotime,e02fee83febcd63ce48d689f1043bd3c,"
                                                                                                    15时全省气温分布图，总体北部稍清凉，西部偏热。 现在雷雨云团已呈不规则分布，酝酿趋势可见，请及时做好防雨准备。                                            ",,广东天气,http://weibo.com/910620121?refer_flag=1005055013_,2016-08-14 08:09:15,5,0,7
2016-05-19 14:35:15,http://weibo.com/2015316631/DwfmA8ikh?from=page_1001062015316631_profile&wvr=6&mod=weibotime,be76a6c9c3c01d36ed7e5829eab80cc9,"
                                                                                                    【交通气象】19日夜间到20日白天，粤北、珠江三角洲市县有暴雨，部分市县有大暴雨，其余市县有大雨，部分市县有暴雨；雷雨时伴有雷电、短时强降水和8级以上的短时大风。全省高速公路大部分路段受到（强）降水的影响。                                            ",,广东天气,http://weibo.com/910620121?refer_flag=1005055013_,2016-08-14 08:09:15,9,4,2
2016-05-19 14:27:33,http://weibo.com/2015316631/DwfjskrMJ?from=page_1001062015316631_profile&wvr=6&mod=weibotime,af88a1e35cc77119d93604a360d1812d,"
                                                                                                    【学习时间】暴雨来自充沛的水汽，下列哪种云可产生暴雨（？） A、积雨云      B、高层云      C、密卷云                                            ",,广东天气,http://weibo.com/910620121?refer_flag=1005055013_,2016-08-14 08:09:15,1,54,8
2016-05-19 14:01:56,http://weibo.com/2015316631/Dwf94aIAr?from=page_1001062015316631_profile&wvr=6&mod=weibotime,69cec5958880f46f687b65af252f824e,"
                                                                                                    请注意做好防御！                                            
                                                                                                    【阳西暴雨橙色预警】受强降水云系影响，目前我县普降暴雨，局部大暴雨，预计未来三小时雨势仍将持续，从5月19日13时23分起阳西县暴雨预警信号变更为橙色，请注意防御。【阳西县气象局5月19日13时25分】                                                            ",,广东天气,http://weibo.com/910620121?refer_flag=1005055013_,2016-08-14 08:09:15,2,3,1
2016-05-19 12:08:05,http://weibo.com/2015316631/DweoQsMcc?from=page_1001062015316631_profile&wvr=6&mod=weibotime,16f88cd57e30fc5408129c52d64a8c13,"
                                                                                                    省政府应急办、省气象局提醒你：5月20日-21日，我省自北向南有一次暴雨到大暴雨降水过程，伴有8级以上雷雨大风，请注意防御大风、雷电、内涝、山洪、崩塌、泥石流、山体滑坡等灾害。                                            ",,广东天气,http://weibo.com/910620121?refer_flag=1005055013_,2016-08-14 08:09:15,13,9,8
2016-05-19 11:01:13,http://weibo.com/2015316631/DwdXHDDIi?from=page_1001062015316631_profile&wvr=6&mod=weibotime,d5c0615a4aebcb3666da559f251def1e,"
                                                                                                    【雨水又来袭】预计，20日凌晨-21日我省自北向南有一次强降水和强对流过程，其中粤北、珠三角市县有暴雨，部分市县有大暴雨，其余市县有大雨到暴雨，雷雨时伴有8级以上短时大风。本次降水过程范围广、雨强大，需做好防御强降水引发的相关灾害。22日起全省大部雨止转多云。                                            ",,广东天气,http://weibo.com/910620121?refer_flag=1005055013_,2016-08-14 08:09:15,5,8,9
2016-05-19 10:00:10,http://weibo.com/2015316631/DwdyVkUCd?from=page_1001062015316631_profile&wvr=6&mod=weibotime,e04ddad0d8e8f505431b67eae74c0b22,"
                                                                                                    福音啊妈妈再也不用担心我热（冷）出xiang了~~~                                            
                                                                                                    【粤公共场所空调不得低于26℃】昨天，广东省官网发布《广东省公共机构节能办法》，从下月起公共机构应当严格执行国家有关空调室内温度控制规定，除特定用途外，夏季室内空调温度设置不得低于26℃，冬季室内空调温度设置不得高于20℃O网页链接                                                            ",,广东天气,http://weibo.com/910620121?refer_flag=1005055013_,2016-08-14 08:09:15,4,4,11
2016-05-19 09:15:54,http://weibo.com/2015316631/DwdgY0xn5?from=page_1001062015316631_profile&wvr=6&mod=weibotime,ea71788ff5c474681558787d621d2f13,"
                                                                                                    总有那么些地方不安分———阳江和江门沿海！嗯，又是“氵”...                                            ",,广东天气,http://weibo.com/910620121?refer_flag=1005055013_,2016-08-14 08:09:15,6,16,6
2016-05-19 08:40:37,http://weibo.com/2015316631/Dwd2Dq2sp?from=page_1001062015316631_profile&wvr=6&mod=weibotime,b68d072dbb2a101a66f3b729984a0dac,"
                                                                                                    【广东城市天气】今天（19日），粤西、珠三角、韶关和清远，多云到阴天，有分散的（雷）阵雨，其余市县多云间阴天，局部有阵雨。最近略有凉意的早晚，让人不禁想起秋天的惬意~~~可，明起雨水较明显，需注意防范局地强降雨可能引发的泥石流、山体滑坡等地质灾害。                                            ",,广东天气,http://weibo.com/910620121?refer_flag=1005055013_,2016-08-14 08:09:15,6,2,2
2016-05-18 16:38:37,http://weibo.com/2015316631/Dw6Ka4GU5?from=page_1001062015316631_profile&wvr=6&mod=weibotime,9bd34892dbe7de85aba15de7a77aab24,"
                                                                                                    小男孩要红了                                            
                                                                                                    视频来了。小朋友做算术2+1=？这答案简直不可描述L秒拍视频                                                            ",,广东天气,http://weibo.com/910620121?refer_flag=1005055013_,2016-08-14 08:09:15,15,8,23
2016-05-18 14:38:19,http://weibo.com/2015316631/Dw5Xkp7QO?from=page_1001062015316631_profile&wvr=6&mod=weibotime,09b8908df32ab071aff78b1aa53521ba,"
                                                                                                    【几种OL解馋零食放心吃不发胖？】零食虽然健康，但并不代表可以任意食用，要记住，世界上没有一种可以无限量进食的食物！                                            ",,广东天气,http://weibo.com/910620121?refer_flag=1005055013_,2016-08-14 08:09:15,4,1,9
2016-05-18 11:42:04,http://weibo.com/2015316631/Dw4NN6Gbe?from=page_1001062015316631_profile&wvr=6&mod=weibotime,406d17f030979491f43a62921acf034c,"
                                                                                                    【20-21日（本周五、六）我省将有一次暴雨过程】预计，18-19日，我省大部多云，部分市县有雷阵雨。20-21日，我省自北向南、自西向东先后有一次暴雨局部大暴雨的降水过程，局部伴有8级以上的雷雨大风，注意防御雷电、雷雨大风等强对流天气，以及强降水引发的积涝、山洪、泥石流和滑坡等灾害。                                            ",,广东天气,http://weibo.com/910620121?refer_flag=1005055013_,2016-08-14 08:09:15,60,10,12
2016-05-18 08:39:38,http://weibo.com/2015316631/Dw3BK3n4H?from=page_1001062015316631_profile&wvr=6&mod=weibotime,f848ee33d4b8d2fe6bc9b24c8f732018,"
                                                                                                    【广东城市天气】今天，粤西市县、珠江三角洲的部分市县多云间阴天，有分散的（雷）阵雨，其余市县多云，局部有阵雨。                                            ",,广东天气,http://weibo.com/910620121?refer_flag=1005055013_,2016-08-14 08:09:15,6,1,1
2016-05-17 19:55:58,http://weibo.com/2015316631/DvYBLxm5F?from=page_1001062015316631_profile&wvr=6&mod=weibotime,cfdff080537d3a4bfa2df04e2f730950,"
                                                                                                    漂亮！！                                            
                                                                                                    #我们的广州# 《夜色》@新浪广东 @中国广州发布 @广州天河发布 @拍好广州 @乐游广东 @广州旅游 @广东天气 @广州天气 @尼康中国 @珠江新城在线 @新浪图片 @微相册 @微摄影 @天气通                                                            ",,广东天气,http://weibo.com/910620121?refer_flag=1005055013_,2016-08-14 08:09:15,11,4,10
2016-05-17 19:31:51,http://weibo.com/2015316631/DvYrYBOWS?from=page_1001062015316631_profile&wvr=6&mod=weibotime,a8b7e23fcb532dc46392503e4bd889ad,"
                                                                                                                                                
                                                                                                    今晚的夕阳，美美哒！@广东天气 @茂名天气 2茂名·电白县观珠中学                                                            ",http://ww2.sinaimg.cn/thumb180/005v7AyYgw1f3ylx4v0gsj336o1sikjl.jpg	http://ww2.sinaimg.cn/thumb180/005v7AyYgw1f3ylugo25bj336o1sikjl.jpg	http://ww4.sinaimg.cn/thumb180/005v7AyYgw1f3ylvdkz16j336o1siu0x.jpg	http://ww3.sinaimg.cn/thumb180/005v7AyYgw1f3ylvrvgagj336o1sikjl.jpg	http://ww3.sinaimg.cn/thumb180/005v7AyYgw1f3yluxhn5gj336o1siu0x.jpg	http://ww1.sinaimg.cn/thumb180/005v7AyYgw1f3ylw85rv3j336o1siqv5.jpg	http://ww3.sinaimg.cn/thumb180/005v7AyYgw1f3ylwqlufkj336o1si1ky.jpg	http://ww2.sinaimg.cn/thumb180/005v7AyYgw1f3ylxkugalj336o1sinpd.jpg	http://ww4.sinaimg.cn/thumb180/005v7AyYgw1f3yly0aq5hj336o1sikjl.jpg,广东天气,http://weibo.com/910620121?refer_flag=1005055013_,2016-08-14 08:09:15,3,2,13
2016-05-17 18:47:29,http://weibo.com/2015316631/DvY9Yd31u?from=page_1001062015316631_profile&wvr=6&mod=weibotime,6d3f911c5648283d90601986b3df9cf5,"
                                                                                                    约吗？                                            
                                                                                                    语🌼香的二沙，凤凰花正开@古粤秀色 @拍好广州 @风打渔没暑假 @广东天气 @广州天气 2广州·二沙岛                                                            ",http://ww4.sinaimg.cn/orj480/006986sogw1f3ykany6xuj30vl0hsjwq.jpg	http://ww4.sinaimg.cn/orj480/006986sogw1f3ykfuueh8j30vl0hswiy.jpg	http://ww4.sinaimg.cn/thumb180/006986sogw1f3ykgxjt7gj30vl0hstdu.jpg	http://ww3.sinaimg.cn/thumb180/006986sogw1f3ykk6o3svj30vl0hs422.jpg	http://ww1.sinaimg.cn/thumb180/006986sogw1f3ykkf2zglj30vl0hsjv7.jpg,广东天气,http://weibo.com/910620121?refer_flag=1005055013_,2016-08-14 08:09:15,2,3,5
